标题,发布时间,内容,浏览量,来源列表页,链接
我校五位教师荣获“山东省技术能手”称号, 发布时间: 2024-04-03,"
近日，山东省人力资源和社会保障厅发布《关于公布 2023年度“山东省技术能手”名单的通知》（鲁人社字〔2024〕23号），我校共有五位教师榜上有名，荣获“山东省技术能手”称号！他们分别是参加全国工业和信息化技术技能大赛山东省选拔赛的马玉英、王晓红，参加山东省新型电力系统建设职业技能竞赛的王建强，参加第二届山东省大数据分析应用职业技能竞赛的毕春晖，参加第五届“百家能工”职业技能竞赛的冯增雷。

“山东省技术能手”每年评选一次，由跨地区、跨行业的全省技能竞赛或省有关行业牵头举办的全省范围技能竞赛产生，入选人员技能水平在本职业（工种）位居前列，能在技术创新、攻克技术难关等方面做出一定的贡献。此次学校五名教师荣获“山东省技术能手”称号，彰显了我校教师过硬的专业实力及优秀的职业素养。

近年来，学校不断深化“三教”改革，通过搭建竞赛平台，组建竞赛团队，积极鼓励和支持广大教师参加技术技能竞赛和教学能力比赛。学校将继续探索职业教育教师队伍发展新路径，大力弘扬劳模精神、劳动精神、工匠精神，引导教师向技术能手学习，不断提升教育教学水平，实现“以赛促学、以赛促训、以赛促评、以赛促建”，着力提高教师教育教学能力和专业实践能力，努力打造新时代高技能人才集聚高地，促进学校高质量发展。





电子信息工程学院 马玉英




电子信息工程学院 王晓红




智能制造学院 王建强




数字财金学院 毕春晖




交通学院 冯增雷

作者：人事处 王帅  编辑：宣传部

",,179,https://www.suet.edu.cn/info/1026/5339.htm
建筑工程学院：立项四个山东省住房城乡建设科技计划项目, 发布时间: 2024-07-28,"
近日，山东省住房和城乡建设厅正式公布了
2024
年度山东省住房城乡建设科技计划项目立项名单，我校建筑工程学院组织申报的《美丽乡村背景下人居环境评价及环境整治提升研究》《转型升级背景下对接产业链的建筑类人才队伍建设研究》《绿色低碳宜居多层集中分户式农房节能技术体系研究》《城市更新背景下装配式模块化钢结构在老旧小区更新改造中的应用模式研究》
4
项科技计划项目均予立项。









本次通过各地市住建局申报的项目共计
450
项，最终立项
196
项，我校取得
4
项，位列同类院校第一位，不仅对我校科技创新能力给予高度认可，也是对我校长期以来坚持科研与教学并重、服务地方经济社会发展的充分肯定。






学校将以此为契机，严格按照山东省住房城乡建设厅的要求，认真组织项目实施，加强实施过程管理，进一步加强科研队伍建设，不断提升科研创新能力，推动产学研用深度融合，为行业发展贡献更多智慧和力量，为学校未来发展注入新动力。








撰稿︱建筑工程学院

温婷婷  科技处  肖圣颖

一审︱韩蕾

复审︱刘太山

终审︱张元


",,186,https://www.suet.edu.cn/info/1026/5885.htm
我校召开2023-2024学年第二学期教学督导工作会议, 发布时间: 2024-03-05,"
3
月
5
日上午，质量管理处在卓越楼五楼界别同心汇活动室召开
2023-2024
学年第二学期教学督导工作会议。参加会议的有党委副书记、副校长李梅松
、
校级教学督导组专家、各学院（部）分管教学工作副院长（副主任）、院级督导组组长以及教务处、质量管理处相关人员。会议由质量管理处处长初福民主持。





质量管理处全方位总结汇报了
2023
年度两级督导专家
组工作情况，并对学校课堂教学相关问题，提出切实可行的工作意见建议；同时公布了
2023-2024
学年第二学期教学督导工作计划，新学期的工作将从督导规范化建设、机制建设、督导队伍建设、常规教学督导、专项教学督导、督导信息化管理、优化课堂教学质量评价等方面开展，力求更大程度发挥督教、督管、督学职责。


会议要求各院部督导组，结合自身实际情况、课程属性、专业特色，制定详实的工作计划，在实际工作中认真履行职责，有理有据，客观公正，充分发挥督导在保障教学质量中的作用。


李梅松作总结发言，他强调了学校在以本科教学合格评估为中心的前提下，教学督导工作的重要性，要求两级督导组对标合格评估标准，做好、做实、做全督导全过程管理，发挥督导在教学工作的重要作用，为学校总体目标服务。








供稿︱质量管理处
张晓敏



编发︱刘太山


",,176,https://www.suet.edu.cn/info/1026/5330.htm
我校纪委召开2024年第一次全委（扩大）会议, 发布时间: 2024-03-07,"
3
月
6
日下午，学校纪委召开
2024
年第一次全委（扩大）会议。校党委副书记、纪委书记李梅松出席会议并讲话。校纪委委员、党组织纪检委员参加会议。




纪委委员徐永帅传达学习习近平总书记在二十届中央纪委三次全会上的重要讲话精神和全会精神、十二届山东省纪委三次全会精神。会议一致认为，习近平总书记的重要讲话从统筹中华民族伟大复兴战略全局和世界百年未有之大变局的高度，深刻阐述党的自我革命的重要思想，对持续发力、纵深推进反腐败斗争作出战略部署。学校纪委要坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻党的二十大精神，深入领会二十届中央纪委三次全会、十二届山东省纪委三次全会精神，深入学习贯彻习近平总书记关于党的自我革命的重要思想，深刻领悟“两个确立”的决定性意义，坚决做到“两个维护”，巩固拓展主题教育和教育整顿成果，推进政治监督具体化精准化常态化，推动各类监督贯通协同，深化监督体系建设，健全全面从严治党体系，坚持严的要求正风肃纪反腐，常态长效深化落实中央八项规定精神，深化校内巡察推动改革促发展，持续强化纪检监察队伍建设，纵深推进纪检监察工作高质量发展。




纪委委员丁福强详细解读了
《中国共产党纪律处分条例》。会议指出，《中国共产党纪律处分条例》是我们党开展纪律处分工作的基本遵循，我们要通过组织专题学习、研讨交流等形式，使广大党员干部深刻认识到遵守党的纪律的极端重要性。
对于违犯党纪国法的行为，要依法依纪严肃处理，绝不手软。同时，我们也要加强对党员干部的教育引导，增强他们的纪律意识和规矩意识，
及时发现和纠正苗头性、倾向性问题，防止小问题演变成大问题。




全会认真审议并
通过了纪委委员张娜做的《学校
2024
年纪检监察工作要点》。会议强调，
2024
年是中华人民共和国成立
75
周年，是深入实施“十四五”规划的攻坚之年。学校
纪委作为党内监督专责机关，首先要旗帜鲜明讲政治，必须牢牢把握学校主要矛盾和发展中心任务，以坚持“两个确立”、做到“两个维护”为根本，把“严”的主基调贯穿党风廉政建设和反腐败斗争始终。




纪委书记李梅松在讲话中强调，要深入学习领会习近平总书记在中央纪委三次全会上的重要讲话和三次全会精神、
十二届山东省纪委三次全会精神
，学深悟透习近平总书记关于党的自我革命的重要思想，深刻理解纵深推进反腐败斗争的战略部署，以学习新修订的《中国共产党纪律处分条例》为契机，深入开展党纪教育。学校纪委要聚焦“精准、持续、创新”，推进
2024
年学校纪检监察工作高质量发展，以彻底的自我革命精神锻造一支让党放心、让师生满意的高校纪检监察铁军。















供稿︱纪委办公室 张 娜

编发︱刘太山


",,176,https://www.suet.edu.cn/info/1026/5329.htm
学校召开职业教育提质培优三年行动计划工作推进会, 发布时间: 2024-03-07,"
为进一步贯彻落实《国家职业教育改革实施方案》和《职业教育提质培优行动计划（
2020
—
2023
年）》精神，切实推动高水平职业技术大学建设，
3
月
7
日上午，我校提质培优三年行动计划工作推进会在卓越楼
5
楼界别同心汇活动室召开。学校党委副书记、副校长李梅松出席会议并讲话，各项目及有关部门负责人参加会议。质量管理处处长初福民主持推进会。





初福民对学校提质培优工作的进展情况进行了汇报，结合各项目组、相关部门的具体情况进行安排和部署，并从内容、格式等方面对项目结项材料的撰写和提交作出具体要求。





李梅松指出，提质培优行动计划是学校发展的重要机遇，是创建高水平职业技术大学的重要抓手，相关部门和个人应当高度重视，全面规划，结合学校发展实际，做好项目总结工作，确保各项任务顺利通过验收。







供稿︱质量管理处 张晓敏

编发︱刘太山


",,176,https://www.suet.edu.cn/info/1026/5328.htm
我校三名教师被选聘为职业教育省级兼职教研员，他们是……, 发布时间: 2024-09-20,,,189,https://www.suet.edu.cn/info/1026/6051.htm
校企、校会合作签约谱新篇 携手共赢聚合力促发展, 发布时间: 2024-01-13,"
为深化产教融合、校企合作，更新教学理念，依托企业、协会优势，共同推进产学研协同育人，
1
月
13
日下午，我校与长城梅地亚文化产业集团有限公司、山东省广告协会联合成立艺术设计实践教学基地并签订合作协议。校长吴梦军，长城梅地亚文化产业集团有限公司董事长王百忠，山东省广告协会副会长兼秘书长耿春平出席签约仪式。





吴梦军对广告协会六届三次理事会暨户外广告人联谊会胜利召开表示祝贺。她简要介绍了学校基本情况，表示本次签约是学校和企业、协会积极响应国家大力加强校企合作，推动产教融合走深走实的重要举措，也是发挥学校、企业、协会各方优势，更好地为社会培养高层次技术技能型人才的需要。实践教学基地的建立，既是企业提升人力资源水平的“充电站”，更是区域内艺术设计领域毕业生进入就业市场的“孵化器”，将有效推动我校艺术设计专业创新发展，为区域经济社会高质量发展作出新的更大贡献。








活动现场，吴梦军、王百忠、耿春平分别代表学校、企业、协会签订合作协议。





学校、企业、协会三方将以此签约为契机，开展多层次、多形式、多领域合作，积极探索艺术类人才培养新路径、新模式，实现资源共享和优化配置，开创合作共赢新局面。






供稿︱现代艺术学院 窦成亮

编发︱刘太山


",,173,https://www.suet.edu.cn/info/1026/1021.htm
学校开展期末考试巡考工作, 发布时间: 2024-01-03,"
1
月
2
日，学校组织开展
2023-2024
学年第一学期期末考试。学校督学李佩禹、副校长苗祥坤、督学张玉惕及教务处、各二级学院负责人深入各教学楼考场，对学生考风考纪、考试秩序、考场设施环境、监考教师履职等情况进行全面细致地巡查与指导，确保考试公平、公正，为学生营造一个良好的考试环境。





期末考试是检验学生学习成果的重要手段，也是反映教学质量的重要指标。巡考期间，他们对各考场进行全面检查，与监考教师交流，了解监考情况，强调监考责任和纪律要求，要求全体监考人员认真履行职责，严格遵守考试纪律，不断提升教学质量、育人水平，为学生提供更好的学习环境和成长空间。











从巡查整体情况来看，学校考试情况良好，监考教师认真负责，学生考试态度端正、遵守纪律，
认真作答，
考场秩序井然。
考试结束后，巡考人员也与学生进行交谈，学生们表示在考试中认真对待每一门课程，诚信沉着应考，不断提高自身知识技能水平，在新学年新学期取得更好的成绩。






供稿︱教务处


编发︱刘太山


",,172,https://www.suet.edu.cn/info/1026/1031.htm
与春天同行——“师生情 追梦路”2024元旦音乐诵读会向你走来, 发布时间: 2023-12-20,"
12
月
17
日，宣传走基层 与春天同行——“师生情 追梦路”
2024
元旦音乐诵读会如约而至。来自学校新闻传播服务协会、南苑餐厅、基础教学部、建筑工程学院击鼓队、数字财金学院婴幼儿托育服务与管理专业班级、学校心灵服务协会、轮滑社团、言兮汉服社等师生员工学生，在南苑餐厅一同诵念师生情谊，执起缤纷梦想，真诚送上祝福，汇聚在鲜艳的旗帜下，向着春天，为奔赴明天、逐梦未来发声放歌。










激昂的鼓点，动感的旋律，如潮的鼓声点燃了现场的气氛。在建筑工程学院击鼓队员的气势如虹的鼓乐声中，主持人基础教学部老师刘倩、现代艺术学院学生孙欣然带领大家开启音乐诵读会的序幕。









南苑餐厅孟霞经理致辞。
她表示同学们有朝气有活力也能力，是世界的未来，祖国的栋梁，代表百思特餐厅所有员工祝同学们身体健康，学业有成，希望同学们保持勤奋进取精神，勇于追求自己的梦想。山东百思特餐饮管理有限公司成立
21
周年以来，在山东工程的
17
个年头，陪伴了一批又一批的大学生，公司会继续努力给同学们提供更加可口的饭菜、更优质的服务。













数字财金学院婴幼儿托育服务与管理专业
2022
级学生宋姿懿、唐荣一首《老师我想你》，燃起人们对师生日常点点滴滴美好情谊的满满回忆。










三尺讲台见证教师辛苦，洁白粉笔书写教师一生。老师的滴滴心血化作谆谆教诲勤力塑造国家栋梁。基础教学部老师刘倩、数字财金学院聂忆衬、王英灿同学的诗朗诵《师生情》把老师教书育人、学生心怀感恩的心曲真情流露。













学校言兮汉服社张晓晨、任思宇翩然起舞《小城遥》舞姿婀娜，宛若春风杨柳，给严寒的冬季带来一抹别样色彩。一袭华衣穿越时空带来多姿舞蹈，一曲终了惹得观众意犹未尽；现场
K
歌、送祝福环节，孟霞经理一曲 《一句先苦后甜》道出了多少世事哲理，又诉说了多少万事回转，打动心弦，引得掌声阵阵。付志国同学自告奋勇上台演唱《我们都一样》，与接下来一位跳“科目三”的李昊同学引燃现场火热氛围，现场观看学生李玉晓、赵晟、苏靖等纷纷登台，情真意切向身边的老师、同学及远方的父母亲朋送上新春祝福。




























现代艺术学院王雪、商学院张晓燕深情朗诵《致橡树》诠释了平等独立、互敬互爱、独立自尊的新时代女性爱情观。电子信息工程学院梁义燃情诵读情景剧《西楚霸王剑》，把历史悠久的传说故事娓娓道来，见证了一代霸王的升起与陨落，浑厚有力、抑扬顿挫的音调仿佛带着人们身临其境直面沙场，带来一场兼具文学性、艺术性、表演性于一身的视听盛宴。










总有一种声音直达心底，总有一份思念萦绕心头。
宣传部刘太山歌曲 《圆圆的思念》；学校轮滑社社长刘力瑶送上诗朗诵《做最好的自己》，让人们知道了人生不仅仅是潦草诗，更
是专属于自身成长的华美篇章。




























有一个名字，不管历经沧桑，她始终在人们心中是一种神圣，一记信仰，一份自豪——那就是祖国。刘太山诗朗诵《那是我的祖国》传达出“那是我站在高山之巅深情呼唤的祖国，即使打断脊梁也要为之歌唱、
高高托举起坚强
”的不朽的精神力量。













当雄壮有力的国歌响彻整个校园，鲜艳的五星红旗冉冉升起，激发了所有同学不断向上的斗志，点燃了同学们强烈的爱国热情。
2024
年
1
月
1
日起
，《中华人民共和国爱国主义教育法》施行。制定爱国主义教育法，以法治的方式推动和保障新时代爱国主义教育，对于振奋民族精神、凝聚人民力量，推进强国建设、民族复兴，具有十分重大而深远的意义。其中升旗是进行爱国主义教育和集体主义教育的重要内容。大屏幕上，伴随着冉冉升起的五星红旗，国旗护卫队队员杨子墨、陈洪睿讲述了与国旗、国旗护卫队的感悟心得，“作为国旗护卫队的一员，深刻感受到了一份责任和荣誉，也更加认识到了祖国的伟大和美好。每当国旗在空中飘扬，都会感到无比自豪和激动，这种感觉是无法用言语来表达的。对于国旗护卫队来说，护卫国旗，重于生命，那是一种精神，是一种信仰。愿每一个中国青年都把自己的成长融入祖国的发展。牢记初心使命，砥砺奋进前行，将青春热血奉献给党和国家，职教出彩，用我们的青春朝气谱写时代新篇章！”






伴随着《难忘今宵》耳熟能详的优美旋律，那些最能引发共鸣的朴素情怀，串联起广大师生员工的梦想追求，引领人们正以时不我待的奋进姿态阔步前行，共同迎接一个新的春天的来临。








主

持︱刘

倩 孙欣然


音

响︱高

驰


图 片︱梁飞博 辛国骏 耿全泽


总编导 总撰稿︱刘太山 张晓燕


指

导︱张

元


鸣

谢︱南苑餐厅 基础教学部 建筑工程学院 数字财金学院
各大学生社团等



",,171,https://www.suet.edu.cn/info/1026/1042.htm
我校当选全国网络软件安全行业产教融合共同体副理事长单位, 发布时间: 2023-12-11,"
12
月
9
日，“网络安全·共建共享”——全国网络软件安全行业产教融合共同体成立大会在江西软件职业技术大学井冈山数字经济产业学院举行，这标志着全国网络软件安全行业产教融合共同体正式成立。来自相关企业、行业协会，有关院校、科研院所的领导嘉宾和师生代表齐聚一堂，共同见证网络软件安全产业界、教育界和研究界的跨界融合，我校当选为副理事长单位。





据悉，全国网络软件安全行业产教融合共同体是在江西省教育厅的指导下，由江西省邮电规划设计院有限公司、东华理工大学、江西软件职业技术大学共同牵头，联合相关企业、行业协会、高等院校、职业院校等
110
余家单位共同发起成立。该共同体目标是推动网络软件安全行业的发展，培养优秀的网络软件安全技术人才，提供优质的教育资源和服务，促进产学研用的深度融合，推动行业的高质量发展，实现共同体资源共享和优势互补，从根本上促进校企深度融合，为国家培养高层次高素质网络软件安全技术技能人才，打造网络软件安全行业产教融合共同体品牌。





人工智能学院将以此次产教融合共同体成立为契机，充分用好共同体提供的优质资源，整合产学研资源，构建更高层次、更高水平的产教融合平台，培养高素质网络软件安全技能人才。





供稿︱人工智能学院 杨 源


编发︱刘太山

",,170,https://www.suet.edu.cn/info/1026/1052.htm
我校电子信息工程学院在华为ICT大赛山东赛区中荣获佳绩, 发布时间: 2023-12-13,"






党的二十大报告指出：“教育、科技、人才是全面建设社会主义现代化国家的基础性、战略性支撑。必须坚持科技是第一生产力、人才是第一资源、创新是第一动力，深入实施科教兴国战略、人才强国战略、创新驱动发展战略，开辟发展新领域新赛道，不断塑造发展新动能新优势”。

华为
ICT
大赛山东省赛圆满落下帷幕，我校电子信息工程学院在华为
ICT
大赛山东赛区中荣获佳绩，四支队伍、十二名学生在网络赛道、计算赛道、云赛道中获奖，我校荣获山东赛区最佳组织单位。参赛团队在马玉英院长的带领下，经过近两个月的实践训练，最终获华为
ICT
大赛山东赛区—网络赛道三等奖一项，计算赛道—二等奖一项、三等奖一项，云赛道—三等奖一项。










本次大赛由华为技术有限公司主办，济南博赛网络技术有限公司承办，山东省高等教育管理科学研究会、山东省职业教育和产业人才研究院单位支持。“华为
ICT
大赛”是华为公司面向全球大学生打造的
ICT
人才竞技交流赛事，自
2021
年
3
月
22
日，中国高等教育学会高校竞赛评估与管理体系研究工作组发布
2020
全国普通高校大学生竞赛排行榜。华为
ICT
大赛已正式纳入
2020
年全国普通高校大学生竞赛排行榜内竞赛项目名单，代表华为
ICT
大赛成为中国高等教育学会认可的含金量高、参赛价值大的国家级竞赛项目之一。













我校电子信息工程学院学子在此次大赛中表现优异，各项赛项成绩的取得，既是同学和老师共同努力付出的结果，也体现了师生的优良素养，提升了师生实践创新能力，达到了“以赛促学、以赛促教”的目的。接下来，电子信息工程学院将继续通过赛事品牌、训练基地、指导团队、专创课程、项目库、资源库、专项研究等系列措施，不断推进落实从创新引导与兴趣激发、创意激发与项目培育、创新训练与项目实践、创业训练与创业孵化的全过程支持和保障措施，
寻求学院在重大赛事中突破性成就，着力提升学校创新创业人才培养质量。










供稿︱电子信息工程学院 张梦玥


编发︱刘太山


",,170,https://www.suet.edu.cn/info/1026/1050.htm
我校当选全国人工智能职业教育产教融合共同体副理事长单位, 发布时间: 2023-12-05,"
12
月
2
日，由广州科技职业技术大学、广东技术师范大学、广州飞瑞敖电子科技股份有限公司主办的全国人工智能职业教育产教融合共同体成立大会在广州科技职业技术大学举行。来自全国各地的高校、研究院所、企业等超
200
家单位加入，人工智能学院院长牛翔代表学校受邀参加成立大会，受领学校当选全国人工智能职业教育产教融合共同体副理事长单位荣誉牌匾。





大会审议并表决通过了《全国人工智能职业教育产教融合共同体章程》，选举并表决通过共同体理事长单位、副理事长单位、秘书长单位、理事长、副理事长、秘书长，我校当选为副理事长单位。共同体致力于推动产业与教育深入融合，实现政校行企研良性互动，协同培养人工智能领域高层次技术技能人才。





山东工程职业技术大学是全国首批本科层次职业教育试点院校之一，一直以来，学校积极拓展人工智能技术在教育领域中的应用，高度重视产教融合、科教融汇，不断探索研究人工智能背景下本科层次职业大学人才培养模式。我校加入全国人工智能职业教育产教融合共同体对于进一步推动教育链、产业链、人才链、创新链深度融合，培养更多高素质技术技能型人才具有重要意义。









人工智能学院将大力推进专业建设高质量提升，
定期参与组织各类交流活动，通过产学研合作、人才培养、科技成果转化等多种方式，共同推动创新创业教育和具有工匠精神的高层次技术技能人才培养。










图文
︱人工智能学院
杨

源


编发
︱刘太山



",,168,https://www.suet.edu.cn/info/1026/1065.htm
“阅读达人”上线 开启精彩无限, 发布时间: 2023-11-22,"

阅读的意义是什么？苏童说：“阅读是精神漫步。”毛姆说：“阅读是一座随身携带的避难所。”余华说：“读书的好处就是「让我知道自己是谁」。”
......






“阅”读越知远，你读的每一本书，都会为你指明前路。春华秋实，岁物丰成。
10
月
9
日至
11
月
5
日，京东读书专业版联合全国各高校图书馆共同开展“春华秋实

以心迎新”开学季阅读活动，图书馆积极组织
224
学生参加，
2023
级视觉传达设计班张冰莹同学荣获“阅读达人”奖，图书馆荣获优秀组织奖。






星光不负赶路人。为期
28
天的线上阅读活动，同学们针对校园生活、学习、恋爱、就业
4
个维度开展，探索大学生们的同频共振触点，在互动交流区打造大学生成长社区。读者通过京东读书专业版活动平台报名参赛，完成在线阅读任务获得积分。参与者还在活动页面发表书评，优质书评将发布到“汇云书舍”微信公众号并通过京东读书专业版平台、各图书馆公众号分享给所有读者阅读。






阅读期间，同学们积极参与宣传，
2023
级机器人技术
1
班张春蕾同学参与总时长达
253
小时，邀请
9
位好友报名活动。打卡活动虽圆满落幕，但良好习惯已悄然形成。当坚持成为一种能力，当阅读成为每天的一部分，“阅”读越知远，你读的每一本书，都会为你指明前路。正如尼采所言：“也许你感觉自己的努力总是徒劳无功，但不必怀疑，你每天都离顶点更近一步。今天的你离顶点还遥遥无期，但你通过今天的努力，继续了明天勇攀高峰的力量。”







图文
｜图书馆 崔文娟


编发｜刘太山


",,167,https://www.suet.edu.cn/info/1026/1083.htm
我校组织召开2023年山东省“技能兴鲁”职业技能大赛说明会, 发布时间: 2023-11-15,"
<!--  /* Font Definitions */  @font-face {font-family:宋体; panose-1:2 1 6 0 3 1 1 1 1 1;} @font-face {font-family:黑体; panose-1:2 1 6 9 6 1 1 1 1 1;} @font-face {font-family:""Cambria Math""; panose-1:2 4 5 3 5 4 6 3 2 4;} @font-face {font-family:Calibri; panose-1:2 15 5 2 2 2 4 3 2 4;} @font-face {font-family:""Calibri Light""; panose-1:2 15 3 2 2 2 4 3 2 4;} @font-face {font-family:仿宋; panose-1:2 1 6 9 6 1 1 1 1 1;} @font-face {font-family:""\@宋体""; panose-1:2 1 6 0 3 1 1 1 1 1;} @font-face {font-family:""\@仿宋""; panose-1:2 1 6 9 6 1 1 1 1 1;} @font-face {font-family:""\@黑体""; panose-1:2 1 6 9 6 1 1 1 1 1;}  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal {margin:0cm; margin-bottom:.0001pt; text-align:justify; text-justify:inter-ideograph; font-size:10.5pt; font-family:""Calibri"",""sans-serif"";} h1 {margin:0cm; margin-bottom:.0001pt; text-align:justify; text-justify:inter-ideograph; line-height:240%; page-break-after:avoid; font-size:22.0pt; font-family:""Calibri"",""sans-serif"";} h2 {margin:0cm; margin-bottom:.0001pt; text-align:justify; text-justify:inter-ideograph; line-height:172%; page-break-after:avoid; font-size:16.0pt; font-family:""Arial"",""sans-serif"";} p.MsoHeader, li.MsoHeader, div.MsoHeader {mso-style-link:""页眉 Char""; margin:0cm; margin-bottom:.0001pt; text-align:center; vsb_temp-mode:char; border:none; padding:0cm; font-size:9.0pt; font-family:""Calibri"",""sans-serif"";} p.MsoFooter, li.MsoFooter, div.MsoFooter {mso-style-link:""页脚 Char""; margin:0cm; margin-bottom:.0001pt; vsb_temp-mode:char; font-size:9.0pt; font-family:""Calibri"",""sans-serif"";} p.MsoToaHeading, li.MsoToaHeading, div.MsoToaHeading {margin:0cm; margin-bottom:.0001pt; text-align:justify; text-justify:inter-ideograph; font-size:12.0pt; font-family:""Arial"",""sans-serif"";} p.MsoTitle, li.MsoTitle, div.MsoTitle {mso-style-link:""标题 Char""; margin-top:12.0pt; margin-right:0cm; margin-bottom:3.0pt; margin-left:0cm; text-align:center; font-size:16.0pt; font-family:""Calibri Light"",""sans-serif""; font-weight:bold;} p.MsoAcetate, li.MsoAcetate, div.MsoAcetate {mso-style-link:""批注框文本 Char""; margin:0cm; margin-bottom:.0001pt; text-align:justify; text-justify:inter-ideograph; font-size:9.0pt; font-family:""Calibri"",""sans-serif"";} p.MsoListParagraph, li.MsoListParagraph, div.MsoListParagraph {margin:0cm; margin-bottom:.0001pt; text-align:justify; text-justify:inter-ideograph; text-indent:21.0pt; font-size:10.5pt; font-family:""Calibri"",""sans-serif"";} span.Char {mso-style-name:""批注框文本 Char""; mso-style-link:批注框文本;} span.Char0 {mso-style-name:""页眉 Char""; mso-style-link:页眉;} span.Char1 {mso-style-name:""页脚 Char""; mso-style-link:页脚;} span.Char2 {mso-style-name:""标题 Char""; mso-style-link:标题; font-family:""Calibri Light"",""sans-serif""; font-weight:bold;} .MsoChpDefault {font-size:10.0pt;}  /* Page Definitions */  @page Section1 {size:595.3pt 841.9pt; margin:72.0pt 90.0pt 72.0pt 90.0pt; vsb_temp:15.6pt;} div.Section1 {page:Section1;} -->


11
月
15
日上午，我校召开
2023
年山东省“技能兴鲁”职业技能大赛——
“运华—翰霖杯”新能源汽车营销技能竞赛线上说明会。学校督学张玉惕，大赛裁判长赵培全，山东翰霖信息技术有限公司总经理周美玉，北京运华科技发展有限公司山东省大区经理程柯柯，济南德熙蓝电体验中心销售经理邬守魁，北京运华科技发展有限公司技术员王天九以及全体参赛院校领队、参赛选手等参加，交通学院院长王霞主持说明会。








张玉惕致欢迎词，向参加线上说明会的各位领导及各参赛队伍表示热烈欢迎。他讲道，山东工程职业技术大学作为承办校，将全力做好本届赛事组织工作，竭诚提供优质服务，确保大赛取得圆满成功。





裁判长赵培全教授对大赛
竞赛规程、评分标准等内容
进行详细
解读
。





济南德熙蓝电体验中心邬守魁经理对比赛用车蓝电
-E5
进行详细介绍。





北京运华科技发展有限公司王天九技术员介绍比赛软件，技术员
就平台功能及操作进行详细介绍，并分别对各参赛学校提出的具体问题进行解答。






王霞表示，学校将以承办此次大赛为契机，努力发挥专业优势，不断提高办赛实力，丰富赛事组织经验，为参赛师生提供最优服务，奋力攻坚，精心组织，以举办高水平赛事打造学校新名片、积蓄发展新动能。








供稿
︱交通学院 李 慧


编发
︱刘太山

",,166,https://www.suet.edu.cn/info/1026/1093.htm
